tx_count,active_days,avg_tx_per_day,total_gas_spent,total_nft_buys,total_nft_sells,total_nft_volume_usd,unique_nfts_owned,dex_trades,avg_trade_size_usd,total_traded_usd,erc20_receive_usd,erc20_send_usd,native_balance_delta,wallet_address,is_contract_guess
0.39536797524337075,1.0515915330356027,0.16234238313267918,0.37983279290635147,7.791747271902805,1.3673541765692294,9.689606115524692,4.734346022542099,1.883088867571476,0.2637320227315299,1.620410012148036,1.9164638411230055,0.8952429720862208,0.012352055760135964,0x000000000000000000000000000000000000dead,0
1.0378463084671266,1.0649959403450577,1.0829387014869165,1.7040291009778683,-0.37697335448980474,-0.93081157824409,-0.006942589674415711,0.007302173608046771,1.419571907813742,0.9124427906007503,1.307675038210701,-0.9703781033282661,-0.18114867713338922,0.01233164832936745,0x0000000000000792b907283999351c9587689a82,0
1.0304227823304872,1.0649959403450577,1.0748593341021695,1.268653236137919,-0.11964020241563648,-0.93081157824409,-0.0069425861796708,0.40642515362137427,1.2387312328649902,0.9524948504603491,1.1798999712905278,-0.9703781033282661,-1.0074101306568284,0.012211212942104404,0x00000000000124d994209fbb955e0217b5c2eca1,0
-1.3917911957903555,-1.3832521750361197,-1.1363812981262498,-0.7774384665639589,0.8759808401437659,1.2255138442485503,-0.006942589671059188,1.310730868053992,1.78180325971792,1.5044637917497352,1.914957367532708,1.8597712058871045,1.8823609960222827,0.012349338555447698,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,0
1.0169697871042427,1.0649959403450577,1.0594710949061192,1.6690174092658001,-0.3196097504447572,-0.93081157824409,-0.006942589504382199,0.09885013831106795,1.435171106791983,0.9240579511957134,1.3349444149424774,-0.9701802306020151,-1.0074101306568284,0.012291798388101283,0x000000002a634f97eef66251b538046514d94f4a,0
-0.9382564344971113,-1.2713718995346086,-0.54413046026592,-0.7773616950637852,0.9824922066618311,1.325595126817062,-0.006942589892770266,-0.9053418679975609,0.3667610385406872,1.02883653761062,0.6244886077192272,0.3410452938015876,0.23002660630398183,0.012349338555447698,0x00000005e1c491b1237a72e92c446ad96b7bccb0,0
1.1842013357090595,1.0649959403450577,1.2402374998395205,1.8455428140531616,-0.1010931102103953,-0.93081157824409,-0.006942589674415711,0.428915883901403,1.4770766902814614,1.2336913325099381,1.4963853649438594,-0.9702611341211242,-1.0074101306568284,0.01234933843565068,0x00000027f490acee7f11ab5fdd47209d6422c5a7,1
1.3365356308351697,1.0649959403450577,1.3856601356420932,1.7601849142863961,1.739746901345065,1.4771646724955472,-0.006942589674415711,1.220661683609249,1.7348008367912762,0.5054422709312253,1.5088277296253234,1.878540120483602,1.90729982629613,0.8447925594947508,0x00000047bb99ea4d791bb749d970de71ee0b1a34,1
-0.9382564344971113,-1.2713718995346086,-0.54413046026592,-0.7774512551392065,1.135302145988615,1.3441084934274814,-0.006942589840818684,-0.9142419205912937,0.2530274468461895,0.85797698704939,0.4837350646675977,0.3232319382508366,0.21251438488589197,0.012349338555447698,0x000000bf8f2f15e9d390003dca2f0bda35e919df,0
-1.0173961280652877,-1.0185485437609918,-1.1363812981262498,-0.7748858758703521,-0.008528188263168899,0.9321471979039501,-0.007080581122932335,0.1922389130009139,0.587158333770134,0.07122145350483325,0.3285432563637207,-0.9703781033282661,-1.0074101306568284,0.012349327562484911,0x0053a843631a38569d6d1cd0bae59b891f2bbc2e,0
-1.300627815294513,-1.522937544775697,-0.6781309619656363,-0.7775951118556869,-0.6853926127695463,-0.93081157824409,-0.006942589674415711,-0.49716739592578296,1.3844841801986403,1.654444974615742,1.575887325161799,-0.9703781033282661,-1.0074101306568284,0.012349708985337967,0x00806daa2cfe49715ea05243ff259deb195760fc,0
